hash,repository_name,qwenmax_optimization_summary_final,qwenmax_is_generic_optimization_final,dsv3_optimization_summary_final,dsv3_is_generic_optimization_final
80439b9add616e85f0d0d45ac3a695aec0658433,arduino-audio-tools,The optimization strategy involved reducing memory usage by modifying the I2S driver configuration to use more efficient data structures or methods for the NanoBLE platform.,False,The optimization strategy involved reducing memory usage in the I2S driver for the Nano BLE by modifying the mode function.,False
4339468d6cc18b260c82f042f94efb6a18be10aa,spectre,"The optimization strategy involved reordering the processing of blocks in the exporter to prioritize them based on a specific order, reducing unnecessary computations.",False,The optimization strategy involves accelerating the exporter by reordering block priorities to improve performance.,False
2949440afaedbf424c3c2f55b93674046731a70c,deviation,The optimization strategy involved restructuring the timing logic for voice alerts to reduce unnecessary computations and improve responsiveness.,False,The optimization strategy involved improving the timing of timer voice alerts by reducing unnecessary recalculations and streamlining the update logic.,True
f9ec69904b77962297626b08091f1cddd96f1ef6,FreeBSD-src,The optimization reuses netgraph items in the multilink transmit function to reduce allocation overhead and improve performance.,False,The optimization strategy involves reusing netgraph items to reduce overhead and improve performance in the multilink transmission process.,False
bf7c7913a23289a2ead345fa45083b1cda5875ba,cel-cpp,The optimization avoids unnecessary copying from the value stack by directly accessing or referencing the data.,True,The optimization strategy avoids copying values from the value stack by using reference-based access instead of value-based access.,True
415b1a0105cd05a428f8b28ac1bf406ca2b4bbd7,kmsan,The optimization strategy eliminates redundant MMU sync and TLB flush operations during a fast PGD switch by relying on manual handling in `kvm_set_cr3`.,False,"The optimization strategy involves unconditionally skipping MMU sync and TLB flush operations during a PGD switch in MOV CR3, as these are now handled manually by `kvm_set_cr3`.",False
c5e041aa691b847b590db211c08fe8b23498833a,metamage_1,The optimization strategy refactors the `decode_ADD_SUB()` function to improve efficiency by restructuring its logic or reducing unnecessary operations.,False,"The optimization strategy involved refactoring the `decode_ADD_SUB()` function to improve efficiency, likely by reducing redundant operations or streamlining logic.",True
7e758c5ab5ac88863299e8a4643fba68115f5fd7,plasma-desktop,The optimization strategy involved reducing unnecessary updates by checking if the matches have actually changed before updating the model.,False,The optimization strategy involved improving the efficiency of model updates in the RunnerMatchesModel::setMatches function by reducing unnecessary operations and streamlining data handling.,False
eb6a24816b247c0be6b2e97e68933072874bbe54,android_kernel_oneplus_msm8998,"The optimization strategy reduces high-order page allocations by using smaller, more manageable allocations for skb head and fragments to alleviate pressure on the memory allocator.",False,The optimization strategy reduces high-order page allocations in `unix_dgram_sendmsg()` by using order-2 allocations for skb head and up to 16 page fragments to lower memory fragmentation pressure.,False
f692ed5988a9af39625ad4280b07e5ab0a60ee56,AIS-catcher,The optimization strategy involved reducing redundant data copying in UDP output operations by directly writing to the network buffer.,True,The commit optimizes UDP output performance by reducing unnecessary data copying and improving buffer management.,True
f0fab99d6fd7b4310f03a2c84b465fae98d31bc0,redis,"The optimization avoids unnecessary calculations of AOF and replicas buffers when the `server.maxmemory` setting is not configured, reducing computational overhead.",False,"The optimization strategy involves skipping the counting of AOF and replicas buffers in the `getMaxmemoryState` function when `server.maxmemory` is not set, reducing unnecessary computations.",False
7cb4fa20b5534decf527a6bfcc74bd79ea11cbb1,llvm-leg,The optimization strategy involved replacing a worklist data structure with a more efficient SmallVector and increasing the inline capacity of a SmallPtrSet to reduce overhead and improve performance.,False,The optimization strategy involved switching a worklist to SmallVector and increasing the inline capacity of the Visited SmallPtrSet to improve performance in CodeGenPrepare.,True
b675804f67c21feb9bdfa5c82546fb264c36f3ca,OpenHD,The optimization strategy avoids unnecessary message processing by filtering out messages with a specific target system ID before sending them to the air unit or flight controller.,False,The optimization strategy involves filtering out messages with a specific target system ID to reduce unnecessary message processing and transmission.,False
66546b03d2b4ccc439216dfd8a401106da893d0b,simc,The optimization strategy involved restructuring the Elemental APL (Action Priority List) for Shamans to improve the uptime of Flame Shock by reordering or refining conditional checks and action logic.,False,The optimization strategy involved improving the uptime of Flame Shock (FS) in the Elemental Action Priority List (APL) for the Shaman class.,False
d8df169b8498609eda28c0d6c2d91588b0aa925b,rocksdb,The optimization strategy involves releasing the database mutex during a potentially I/O-heavy operation to reduce contention and improve concurrency.,False,The optimization strategy involves releasing the DB mutex during the call to `ApproximateSize` to avoid blocking other operations while performing I/O.,False
f1339763f9c8f48be5e4a1bba908d14d6a5fcc78,wireshark,The optimization strategy involves ignoring unnecessary mouse move events in the base class to reduce redundant calculations and improve scroll performance.,False,"The optimization strategy involves ignoring unnecessary mouse move events in the `FollowStreamText` class to prevent costly calculations in the base `QPlainTextEdit` class, thereby improving scroll performance.",False
d5d7b4781e116bd8dcaab28ad7d1db8f57d21621,NetworkManager,The optimization strategy pre-allocates a GString with 16 bytes to reduce dynamic memory reallocations during string operations.,True,The optimization strategy involves pre-allocating a GString with 16 bytes to reduce dynamic memory allocation overhead in the `_nm_utils_enum_to_str_full()` function.,True
